title,price,location,Registration Year,Insurance,Fuel Type,Kms Driven,RTO,Ownership
2018 BMW 3 Series 320d,₹30 Lakh,"Kottivakkam, Chennai",Mar 2019,Comprehensive,Diesel,"52,000 Kms",Chennai,First Owner
2019 Hyundai Venue S Turbo BSIV,₹8 Lakh,"Anna Nagar, Chennai",Oct 2019,Comprehensive,Petrol,"32,000 Kms",Chennai,First Owner
2022 BMW X5 xDrive 40i M Sport,₹84 Lakh,"Thygaraya Nagar, Chennai",Dec 2022,Comprehensive,Petrol,"16,500 Kms",Chennai,Second Owner
2014 Skoda Rapid 1.5 TDI Ambition,₹5.50 Lakh,Chennai,2014,Expired,Diesel,"70,000 Kms",Chennai,Second Owner
2013 Maruti Swift Dzire LDI,₹4.75 Lakh,"Chromepet, Chennai",Apr 2014,Comprehensive,Diesel,"70,719 Kms",Chennai,First Owner
2012 Mercedes-Benz GL-Class 350 CDI Luxury,₹19.50 Lakh,"Ashoknagar, Chennai",Aug 2012,Comprehensive,Diesel,"70,000 Kms",Chennai,Second Owner
2018 Hyundai Grand i10 1.2 CRDi Sportz,₹4.68 Lakh,"Vadapalani, Chennai",Apr 2019,Comprehensive,Diesel,"86,662 Kms",Tenkasi,Second Owner
2016 Maruti Wagon R AMT VXI Option,₹4.35 Lakh,"Kovilambakkam, Chennai",Jan 2017,Comprehensive,Petrol,"54,000 Kms",Chennai,First Owner
2019 Renault Triber RXZ BSIV,₹6.20 Lakh,Chennai,2019,Expired,Petrol,"40,000 Kms",Salem,First Owner
2016 Maruti Alto 800 LXI,₹2.13 Lakh,"Ganapathipuram, Chennai",Jun 2016,Comprehensive,Petrol,"73,382 Kms",Chennai,Second Owner
2017 Hyundai Creta SX,₹7.77 Lakh,"Vadapalani, Chennai",Jun 2017,Comprehensive,Petrol,"88,587 Kms",Chennai,First Owner
2022 Volkswagen Taigun 1.0 TSI Topline AT BSVI,₹15.50 Lakh,"Thygaraya Nagar, Chennai",Jun 2022,Expired,Petrol,"13,000 Kms",Chennai,First Owner
2013 Mahindra XUV500 W8 FWD,₹7.35 Lakh,"Chromepet, Chennai",Dec 2013,Expired,Diesel,"1,14,256 Kms",Chennai,Second Owner
2021 Hyundai i20 Asta IVT,₹8.60 Lakh,"Thygaraya Nagar, Chennai",Oct 2021,Comprehensive,Petrol,"20,000 Kms",Chennai,First Owner
2019 Hyundai i20 Sportz Plus Dual Tone BSIV,₹6.45 Lakh,"Vadapalani, Chennai",Dec 2019,Zero Dep,Petrol,"48,830 Kms",Chennai,First Owner
2011 Volkswagen Polo Diesel Highline 1.2L,₹2.75 Lakh,Chennai,2011,Expired,Diesel,"1,60,000 Kms",Chennai,Second Owner
2021 Hyundai Grand i10 Nios Sportz Dual Tone,₹4.92 Lakh,"Thiruverkadu, Chennai",Jul 2021,Third Party,Petrol,"56,469 Kms",Kanchipuram,Second Owner
2015 Ford Ecosport 1.5 TDCi Titanium BSIV,₹5.53 Lakh,"Airport, Chennai",Nov 2015,Comprehensive,Diesel,"82,976 Kms",Chennai,First Owner
2018 BMW 3 Series GT Luxury Line,₹36 Lakh,"Thygaraya Nagar, Chennai",Jul 2018,Comprehensive,Diesel,"55,000 Kms",Chennai,First Owner
2024 Toyota Innova Hycross ZX(O) Hybrid,₹38.50 Lakh,"Thygaraya Nagar, Chennai",Apr 2024,Comprehensive,Petrol,"19,000 Kms",Chennai,First Owner
2022 Maruti XL6 Zeta,₹9.71 Lakh,"Vadapalani, Chennai",Sept 2022,Comprehensive,Petrol,"25,081 Kms",Chennai,Second Owner
2016 Renault KWID RXT,₹2.71 Lakh,"Vadapalani, Chennai",Mar 2017,Comprehensive,Petrol,"81,424 Kms",Thoothukudi,Second Owner
2019 Maruti Ignis Delta,₹4.71 Lakh,"Airport, Chennai",Oct 2019,Comprehensive,Petrol,"48,373 Kms",Chennai,First Owner
2020 Maruti Vitara Brezza ZXI AT,₹8.50 Lakh,"Thiruverkadu, Chennai",Mar 2021,Expired,Petrol,"25,330 Kms",Chennai,First Owner
2016 Maruti Swift VXI,₹4.75 Lakh,"Vadapalani, Chennai",Dec 2016,Comprehensive,Petrol,"42,471 Kms",Chennai,First Owner
2021 Hyundai Alcazar Signature Dual Tone,₹15 Lakh,Chennai,2021,Expired,Petrol,"70,000 Kms",Chennai,First Owner
2023 Hyundai i20 Asta Turbo DCT,₹10.89 Lakh,"Vadapalani, Chennai",Jan 2024,Comprehensive,Petrol,"11,435 Kms",Chennai,First Owner
2014 Maruti Alto 800 LXI,₹2.60 Lakh,Chennai,2014,Expired,Petrol,"40,000 Kms",Pondicherry,First Owner
2021 Maruti Swift Dzire ZXI Plus AT BSVI,₹8.30 Lakh,Chennai,2021,Expired,Petrol,"70,000 Kms",Chennai,First Owner
2021 Honda City V MT,₹9.50 Lakh,"Kovilambakkam, Chennai",May 2021,Comprehensive,Petrol,"53,000 Kms",Tirunelveli,First Owner
2015 Honda City VX MT,₹5.72 Lakh,"Vadapalani, Chennai",Jul 2015,Comprehensive,Petrol,"1,46,652 Kms",Chennai,Second Owner
2013 Volvo XC 90 D5 AT AWD,₹13.50 Lakh,"Ashoknagar, Chennai",Jul 2013,Comprehensive,Diesel,"2,00,000 Kms",Pudukkottai,Second Owner
2021 Kia Seltos Anniversary Edition D,₹12.50 Lakh,Chennai,2021,Expired,Diesel,"26,000 Kms",,First Owner
2015 Honda Amaze VX i-VTEC,₹4.23 Lakh,"Vadapalani, Chennai",Jan 2016,Comprehensive,Petrol,"52,485 Kms",Chennai,Second Owner
2022 Mahindra Scorpio N Z8L 6 Str Diesel,₹19.43 Lakh,"Vadapalani, Chennai",Mar 2023,Comprehensive,Diesel,"30,950 Kms",Chennai,First Owner
2018 Datsun RediGO AMT 1.0 T Option,₹3.22 Lakh,"Ganapathipuram, Chennai",May 2018,Comprehensive,Petrol,"29,893 Kms",Pudukkottai,First Owner
2018 Renault KWID Climber 1.0 MT,₹3.89 Lakh,"Vadapalani, Chennai",Jan 2019,Comprehensive,Petrol,"72,383 Kms",red hills,First Owner
2015 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹3.83 Lakh,"Airport, Chennai",Nov 2015,Comprehensive,Petrol,"57,104 Kms",Chennai,First Owner
2023 Tata Nexon XM Plus S,₹8.09 Lakh,"Vadapalani, Chennai",Oct 2023,Third Party,Petrol,"21,609 Kms",Poonamallee,First Owner
2019 Hyundai i20 Sportz 1.2,₹6.37 Lakh,"Vadapalani, Chennai",Aug 2019,Comprehensive,Petrol,"19,626 Kms",Chennai,First Owner
2015 Hyundai Grand i10 1.2 Kappa Asta,₹3.75 Lakh,"Vadapalani, Chennai",Jan 2016,Comprehensive,Petrol,"96,644 Kms",Chennai,Second Owner
2020 Volkswagen Vento 1.0 TSI Highline,₹7.85 Lakh,"Anna Nagar West Extension, Chennai",Oct 2020,Comprehensive,Petrol,"63,000 Kms",Tenkasi,First Owner
2015 Audi A3 35 TDI Technology,₹9.90 Lakh,"Paltra, Gurgaon",Jun 2015,Expired,Diesel,"55,000 Kms",New Delhi,Second Owner
2014 Mahindra Xylo D4,₹4.50 Lakh,Chennai,2014,Expired,Diesel,"1,02,030 Kms",Chennai,Second Owner
2016 Hyundai Verna 1.6 VTVT SX,₹5.25 Lakh,Chennai,2016,Expired,Petrol,"80,000 Kms",Chennai,Second Owner
2018 Honda Amaze VX CVT i-VTEC,₹5.50 Lakh,Chennai,2018,Expired,Petrol,"70,000 Kms",Chennai,First Owner
2016 Honda Jazz 1.2 VX i VTEC,₹4.75 Lakh,Chennai,2016,Expired,Petrol,"70,000 Kms",Chennai,Second Owner
2014 Volkswagen Polo Diesel Comfortline 1.2L,₹3.95 Lakh,"Thiruverkadu, Chennai",Jun 2014,Comprehensive,Diesel,"61,656 Kms",Chennai,Second Owner
2012 Mercedes-Benz E-Class 220 CDI,₹13 Lakh,"Kottivakkam, Chennai",Feb 2013,Comprehensive,Diesel,"80,001 Kms",Chennai,Third Owner
2017 Hyundai Creta 1.6 EX Petrol,₹7.19 Lakh,"Vadapalani, Chennai",Feb 2017,Comprehensive,Petrol,"64,673 Kms",Chennai,Second Owner
2022 Mercedes-Benz C-Class C 220d,₹52.50 Lakh,"Thygaraya Nagar, Chennai",Nov 2022,Comprehensive,Diesel,"2,500 Kms",Chennai,First Owner
2021 Skoda Kushaq 1.0 TSI Style 4 Airbags AT,₹15.95 Lakh,"West Saidapet, Chennai",Nov 2021,Expired,Petrol,"27,000 Kms",Chennai,First Owner
2019 Hyundai i20 Sportz Plus,₹6.68 Lakh,"Vadapalani, Chennai",Jan 2020,Comprehensive,Petrol,"57,751 Kms",Chennai,First Owner
2018 Mercedes-Benz GLS 350d Grand Edition,₹54.50 Lakh,Chennai,2018,Expired,Diesel,"1,20,000 Kms",red hills,First Owner
2021 Skoda Rapid 1.0 TSI Style,₹8.65 Lakh,"Thiruverkadu, Chennai",Sept 2021,Comprehensive,Petrol,"34,339 Kms",Chennai,First Owner
2013 Maruti Ertiga VXI ABS,₹5.75 Lakh,Chennai,2013,Expired,Petrol,"60,000 Kms",red hills,First Owner
2017 Hyundai EON Era,₹3.30 Lakh,"Vadapalani, Chennai",Sept 2017,Comprehensive,Petrol,"37,876 Kms",Chennai,First Owner
2018 Mahindra KUV 100 mFALCON G80 K8 Dual Tone,₹5.05 Lakh,"Vadapalani, Chennai",Feb 2018,Third Party,Petrol,"32,832 Kms",Tirunelveli,Second Owner
2020 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹6.05 Lakh,"Vadapalani, Chennai",Mar 2020,Comprehensive,Petrol,"11,922 Kms",Chennai,First Owner
2020 Honda Amaze VX i-VTEC,₹7.21 Lakh,"Vadapalani, Chennai",Nov 2020,Comprehensive,Petrol,"52,731 Kms",Chennai,First Owner
2023 Hyundai Tucson Signature Diesel 4WD AT BSVI,₹35 Lakh,"Thygaraya Nagar, Chennai",Feb 2024,Comprehensive,Diesel,"20,000 Kms",Chennai,First Owner
2021 Renault Triber RXZ,₹6.10 Lakh,"Ganapathipuram, Chennai",Aug 2021,Zero Dep,Petrol,"32,803 Kms",Chennai,First Owner
2022 BMW 3 Series Gran Limousine 320Ld Luxury Line,₹45 Lakh,"Thygaraya Nagar, Chennai",May 2022,Comprehensive,Diesel,"30,000 Kms",Chennai,Second Owner
2015 Volkswagen Vento 1.2 TSI Highline AT,₹6 Lakh,"Anna Nagar, Chennai",Apr 2015,Expired,Petrol,"60,000 Kms",Chennai,First Owner
2018 Hyundai Xcent Petrol,₹5.15 Lakh,"Airport, Chennai",Aug 2018,Comprehensive,Petrol,"22,415 Kms",Chennai,Second Owner
2021 Mahindra XUV300 W8 BSVI,₹8.59 Lakh,"Thiruverkadu, Chennai",Mar 2023,Zero Dep,Petrol,"32,969 Kms",Chennai,First Owner
2018 Hyundai Grand i10 1.2 Kappa Asta,₹5.25 Lakh,"Chromepet, Chennai",Mar 2019,Comprehensive,Petrol,"32,000 Kms",Cuddalore,First Owner
2011 Hyundai i10 Magna,₹2.90 Lakh,"Meenambakkam, Chennai",Oct 2011,Comprehensive,Petrol,"26,107 Kms",Chennai,First Owner
2017 Hyundai Grand i10 1.2 Kappa Sportz Option,₹4.05 Lakh,"Ganapathipuram, Chennai",Feb 2018,Zero Dep,Petrol,"88,764 Kms",Chennai,Second Owner
2015 Renault KWID RXE,₹2.39 Lakh,"Vadapalani, Chennai",Dec 2015,Comprehensive,Petrol,"35,751 Kms",Chennai,Second Owner
2017 Maruti Baleno 1.2 Alpha,₹5.14 Lakh,"Thiruverkadu, Chennai",Feb 2017,Comprehensive,Petrol,"89,729 Kms",Chennai,First Owner
2019 Kia Seltos GTX Plus DCT,₹10.69 Lakh,"Thiruverkadu, Chennai",Oct 2019,Expired,Petrol,"46,987 Kms",Chennai,First Owner
2023 Tata Tiago NRG XZA AMT,₹7.50 Lakh,Chennai,2023,Expired,Petrol,"10,000 Kms",Chennai,First Owner
2018 Maruti Swift Dzire VXi AT,₹6.15 Lakh,"Meenambakkam, Chennai",Feb 2018,Comprehensive,Petrol,"69,598 Kms",Chennai,First Owner
2017 Hyundai Grand i10 1.2 Kappa Sportz Option AT,₹5.40 Lakh,"Thygaraya Nagar, Chennai",Jul 2017,Comprehensive,Petrol,"18,000 Kms",Chennai,First Owner
2016 Renault KWID RXT,₹2.61 Lakh,"Vadapalani, Chennai",May 2016,Comprehensive,Petrol,"43,296 Kms",Chennai,Third Owner
2021 Volkswagen Taigun 1.0 TSI Topline BSVI,₹12.50 Lakh,Chennai,2021,Expired,Petrol,"50,000 Kms",Chennai,First Owner
2014 Audi A4 2.0 TDI Premium Plus,₹8.90 Lakh,"Paltra, Gurgaon",Feb 2015,Expired,Diesel,"68,000 Kms",Gurgaon,First Owner
2020 Kia Sonet HTX Turbo iMT,₹8.52 Lakh,"Vadapalani, Chennai",Dec 2020,Comprehensive,Petrol,"40,856 Kms",Chengalpattu,First Owner
2020 Tata Tigor 1.2 Revotron XM,₹4.24 Lakh,"Vadapalani, Chennai",Oct 2020,Comprehensive,Petrol,"92,454 Kms",Chennai,First Owner
2022 Kia Seltos HTK Plus AT D,₹16.25 Lakh,"Thygaraya Nagar, Chennai",Jun 2022,Comprehensive,Diesel,"20,000 Kms",Chennai,First Owner
2016 Mahindra XUV500 W10 AWD,₹10.25 Lakh,"Medavakkam, Chennai",Apr 2016,Comprehensive,Diesel,"76,000 Kms",Chennai,Second Owner
2018 Volkswagen Polo 1.5 TDI Highline Plus,₹5.12 Lakh,"Vadapalani, Chennai",Mar 2018,Comprehensive,Diesel,"35,238 Kms",Dharmapuri,Third Owner
2015 Honda City i VTEC SV,₹4.74 Lakh,"Thiruverkadu, Chennai",Dec 2015,Expired,Petrol,"87,877 Kms",Vellore,First Owner
2021 Maruti XL6 Zeta,₹11.75 Lakh,"Medavakkam, Chennai",Aug 2021,Comprehensive,Petrol,"18,000 Kms",Chennai,First Owner
2017 Maruti S Cross Delta DDiS 200 SH,₹6.90 Lakh,"Thygaraya Nagar, Chennai",Feb 2018,Comprehensive,Diesel,"83,500 Kms",Chennai,First Owner
2015 Honda Jazz V Diesel,₹5.12 Lakh,"Vadapalani, Chennai",Aug 2015,Comprehensive,Diesel,"77,879 Kms",Chennai,First Owner
2022 Renault KWID CLIMBER BSVI,₹5.23 Lakh,"Thiruverkadu, Chennai",Dec 2022,Third Party,Petrol,"32,644 Kms",Chennai,First Owner
2018 Renault Duster Petrol RXS CVT,₹6.34 Lakh,"Vadapalani, Chennai",Dec 2018,Comprehensive,Petrol,"51,708 Kms",Chengalpattu,First Owner
2018 Hyundai i20 1.4 Magna Executive,₹6.75 Lakh,"Kovilambakkam, Chennai",Jul 2018,Comprehensive,Diesel,"74,000 Kms",Chennai,First Owner
2017 Maruti Alto 800 LXi,₹3.24 Lakh,"Vadapalani, Chennai",Sept 2017,Comprehensive,Petrol,"39,644 Kms",Melur,First Owner
2021 Hyundai Venue SX Opt Turbo,₹8.25 Lakh,Chennai,2021,Expired,Petrol,"40,000 Kms",Vellore,First Owner
2022 Volkswagen Polo 1.0 MPI Trendline,₹5.98 Lakh,"Vadapalani, Chennai",Apr 2022,Comprehensive,Petrol,"30,053 Kms",Chennai,First Owner
2016 BMW X3 xDrive 20d xLine,₹24 Lakh,"Thygaraya Nagar, Chennai",May 2016,Comprehensive,Diesel,"70,000 Kms",Chennai,Second Owner
2021 Maruti Celerio VXI BSVI,₹4.52 Lakh,"Ganapathipuram, Chennai",Feb 2021,Expired,Petrol,"63,917 Kms",Chennai,Second Owner
2016 BMW 3 Series GT Sport,₹23.50 Lakh,"Thygaraya Nagar, Chennai",Feb 2017,Comprehensive,Diesel,"63,000 Kms",Chennai,First Owner
2013 Maruti Swift Dzire VXI,₹3.60 Lakh,Chennai,2013,Expired,Petrol,"50,000 Kms",Chennai,Third Owner
2017 Maruti Swift Dzire AMT ZXI BS IV,₹6.95 Lakh,"Kovilambakkam, Chennai",Nov 2017,Comprehensive,Petrol,"54,000 Kms",Chennai,First Owner
2017 Honda Jazz S,₹4.61 Lakh,"Vadapalani, Chennai",Dec 2017,Comprehensive,Petrol,"52,449 Kms",Chennai,Second Owner
2020 Hyundai Verna SX Opt Turbo,₹11.40 Lakh,"Vadapalani, Chennai",Apr 2021,Comprehensive,Petrol,"24,916 Kms",Chennai,Second Owner
2022 Maruti Celerio ZXI,₹5.28 Lakh,"Vadapalani, Chennai",Aug 2022,Comprehensive,Petrol,"14,358 Kms",Chennai,First Owner
2017 Honda Jazz 1.2 V AT i VTEC,₹4.87 Lakh,"Thiruverkadu, Chennai",Aug 2017,Third Party,Petrol,"57,049 Kms",Chennai,Second Owner
2018 Volkswagen Polo 1.0 MPI Comfortline,₹5.12 Lakh,"Thiruverkadu, Chennai",Dec 2018,Zero Dep,Petrol,"93,319 Kms",Chennai,First Owner
2016 Hyundai Verna 1.6 VTVT S,₹5.40 Lakh,Chennai,2016,Expired,Petrol,"1,00,000 Kms",Chennai,Second Owner
2023 Audi Q8 e-tron 55 Quattro,₹95 Lakh,"Paltra, Gurgaon",,Expired,Electric,"2,400 Kms",,
2015 Honda Amaze 2nd Gen VX,₹4.56 Lakh,"Vadapalani, Chennai",Jul 2015,Comprehensive,Petrol,"74,676 Kms",Chennai,First Owner
2019 Honda Civic VX Diesel,₹13.18 Lakh,"Vadapalani, Chennai",Aug 2019,Comprehensive,Diesel,"31,045 Kms",Chennai,First Owner
2017 Jeep Compass 2.0 Sport,₹12 Lakh,"Kottivakkam, Chennai",Aug 2018,Comprehensive,Diesel,"70,000 Kms",Thanjavur,Second Owner
2022 Renault Triber RXZ,₹7.46 Lakh,"Vadapalani, Chennai",Apr 2022,Comprehensive,Petrol,"13,546 Kms",Chennai,First Owner
2015 Hyundai Grand i10 1.2 Kappa Asta,₹4.72 Lakh,"Vadapalani, Chennai",Jan 2016,Comprehensive,Petrol,"54,172 Kms",Chennai,First Owner
2022 Maruti Swift VXI AMT BSVI,₹7.40 Lakh,Chennai,2022,Expired,Petrol,"40,000 Kms",Prakasam,First Owner
2020 Honda City SV,₹11.75 Lakh,"Anna Nagar, Chennai",Aug 2020,Expired,Petrol,"30,687 Kms",Chennai,First Owner
2022 Renault Triber RXZ EASY-R AMT BSVI,₹6.91 Lakh,"Vadapalani, Chennai",Oct 2022,Expired,Petrol,"26,436 Kms",Chennai,First Owner
2016 Maruti Alto 800 LXi,₹3.07 Lakh,"Vadapalani, Chennai",Dec 2016,Comprehensive,Petrol,"45,679 Kms",Sivakasi,First Owner
2021 Maruti Ertiga VXI,₹9 Lakh,Chennai,2021,Expired,Petrol,"30,000 Kms",red hills,Second Owner
2014 Maruti Ritz VDi,₹3.89 Lakh,"Vadapalani, Chennai",Jul 2014,Comprehensive,Diesel,"1,02,617 Kms",Erode,First Owner
2016 Maruti Swift Dzire VXI,₹4.89 Lakh,"Ganapathipuram, Chennai",Apr 2016,Expired,Petrol,"74,570 Kms",Chennai,First Owner
2018 Maruti Swift AMT ZXI Plus,₹6.12 Lakh,"Vadapalani, Chennai",Oct 2018,Comprehensive,Petrol,"79,859 Kms",Chennai,First Owner
2016 Toyota Etios Liva V,₹2 Lakh,Chennai,2016,Expired,Petrol,"30,000 Kms",Chennai,First Owner
2016 Mercedes-Benz GLA Aero Edition,₹23 Lakh,"Ashoknagar, Chennai",Dec 2017,Comprehensive,Petrol,"53,000 Kms",Chennai,First Owner
2021 Hyundai Creta E Diesel BSVI,₹11.60 Lakh,"Anna Nagar West Extension, Chennai",Feb 2021,Comprehensive,Diesel,"82,000 Kms",Chengalpattu,First Owner
2014 Ford Ecosport 1.5 TDCi Titanium BSIV,₹4.78 Lakh,"Vadapalani, Chennai",Jun 2014,Comprehensive,Diesel,"1,21,300 Kms",Chennai,First Owner
2023 Maruti Celerio ZXI Plus,₹6.14 Lakh,"Vadapalani, Chennai",Jul 2023,Comprehensive,Petrol,"17,328 Kms",Chennai,Second Owner
2022 Tata Tigor EV XZ Plus,₹8 Lakh,"Kottivakkam, Chennai",Mar 2022,Comprehensive,Electric,"35,001 Kms",Chennai,First Owner
2018 Hyundai Verna VTVT 1.6 SX,₹7.11 Lakh,"Ganapathipuram, Chennai",Sept 2018,Expired,Petrol,"62,731 Kms",Chennai,Second Owner
2015 Chevrolet Cruze LTZ,₹5.90 Lakh,Chennai,2015,Expired,Diesel,"80,000 Kms",Chennai,Second Owner
2020 Maruti Alto 800 LXI,₹3.90 Lakh,"Medavakkam, Chennai",Dec 2020,Comprehensive,Petrol,"47,000 Kms",Chengalpattu,First Owner
2021 Honda Amaze VX i-VTEC,₹7.29 Lakh,"Vadapalani, Chennai",Jun 2021,Expired,Petrol,"35,833 Kms",Chennai,First Owner
2023 Toyota Innova Hycross ZX(O) Hybrid,₹37 Lakh,"Thygaraya Nagar, Chennai",Mar 2023,Comprehensive,Petrol,"7,000 Kms",Chennai,First Owner
2021 Hyundai i20 Sportz IVT DT,₹7.09 Lakh,"Ganapathipuram, Chennai",Mar 2021,Zero Dep,Petrol,"45,528 Kms",red hills,First Owner
2017 Skoda Rapid 1.5 TDI Ambition,₹6.29 Lakh,"Airport, Chennai",Mar 2018,Comprehensive,Diesel,"92,872 Kms",Tiruvannamalai,First Owner
2012 Toyota Etios GD SP,₹7.50 Lakh,Chennai,2012,Expired,Diesel,"1,50,000 Kms",Chennai,Second Owner
2022 Tata Tigor 1.2 Revotron XZ,₹7.15 Lakh,"Vadapalani, Chennai",Sept 2022,Comprehensive,Petrol,"33,739 Kms",Thanjavur,First Owner
2019 Maruti Swift VXI,₹5.25 Lakh,Chennai,2019,Expired,Petrol,"50,000 Kms",Chennai,Second Owner
2016 Hyundai Creta 1.6 VTVT SX Plus,₹8.20 Lakh,"Medavakkam, Chennai",Aug 2016,Comprehensive,Petrol,"21,000 Kms",Chennai,Second Owner
2018 Maruti Swift AMT ZXI,₹5.68 Lakh,"Airport, Chennai",Mar 2018,Comprehensive,Petrol,"50,729 Kms",Chennai,Second Owner
2023 Honda City ZX MT,₹15.50 Lakh,Chennai,2023,Expired,Petrol,"20,000 Kms",Chennai,First Owner
2016 Tata Nano Twist XTA,₹1.50 Lakh,Chennai,2016,Expired,Petrol,"30,000 Kms",Chennai,Third Owner
2016 Maruti Baleno 1.2 Delta,₹5.40 Lakh,Chennai,2016,Expired,Petrol,"60,000 Kms",Chennai,Second Owner
2021 Hyundai Tucson GLS 4WD Diesel AT,₹19.58 Lakh,"Vadapalani, Chennai",Mar 2021,Comprehensive,Diesel,"69,066 Kms",Chennai,First Owner
2007 Chevrolet Spark 1.0 LT,₹85 Thousand,Chennai,2007,Expired,Petrol,"80,000 Kms",Chennai,Fourth Owner
2015 Audi A4 35 TDI Premium,₹16.50 Lakh,"Kottivakkam, Chennai",Jul 2015,Comprehensive,Diesel,"13,50,000 Kms",Poonamallee,First Owner
